,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
1855,None,Couple Leisure,Economy Class,NAP to LGW,2016-09-01 00:00:00,1.0,1.0,1.0,0.0,3.0,1,0.0,no
1856,None,Family Leisure,Economy Class,LGW to OPO,2016-09-01 00:00:00,4.0,5.0,2.0,1.0,4.0,4,0.0,yes
1857,A320,Business,Business Class,LHR to TXL,2016-08-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
1858,None,Business,Business Class,LHR to SVO,2016-09-01 00:00:00,4.0,4.0,3.0,4.0,1.0,1,3.0,no
1859,None,Couple Leisure,Economy Class,MUC to CPT via LHR,2016-09-01 00:00:00,2.0,4.0,2.0,3.0,3.0,3,0.0,no
1860,A320,Solo Leisure,Economy Class,VIE to OPO via LGW,2016-03-01 00:00:00,4.0,4.0,4.0,0.0,2.0,3,0.0,yes
1861,E-170,Family Leisure,Economy Class,LCY to GVA,2016-08-01 00:00:00,4.0,3.0,3.0,2.0,3.0,2,0.0,no
1862,A319,Family Leisure,Economy Class,LHR to MUC,2016-07-01 00:00:00,4.0,4.0,3.0,0.0,4.0,3,0.0,yes
1863,A320,Family Leisure,Business Class,LGW to MLA,2016-08-01 00:00:00,3.0,5.0,2.0,0.0,5.0,1,0.0,no
1864,Boeing 767,Family Leisure,Business Class,LHR to LCA,2016-08-01 00:00:00,1.0,5.0,5.0,1.0,3.0,2,0.0,no
1865,Boeing 787-900,Business,Economy Class,LHR to PVG,2016-08-01 00:00:00,2.0,5.0,4.0,3.0,5.0,5,0.0,yes
1866,A380,Family Leisure,Economy Class,PRG to SIN via LHR,2016-08-01 00:00:00,3.0,1.0,1.0,1.0,1.0,3,0.0,no
1867,A320,Business,Economy Class,LHR to GLA,2016-08-01 00:00:00,5.0,5.0,5.0,0.0,4.0,5,0.0,yes
1868,Boeing 747-400,Family Leisure,Business Class,PHX to LHR,2016-08-01 00:00:00,1.0,2.0,2.0,1.0,2.0,1,1.0,no
1869,A320,Solo Leisure,Economy Class,LIS to LHR,2016-08-01 00:00:00,5.0,5.0,2.0,0.0,2.0,2,0.0,yes
1870,A320,Family Leisure,Economy Class,LGW to RAK,2016-08-01 00:00:00,4.0,3.0,2.0,0.0,3.0,3,0.0,no
1871,Boeing 767,Solo Leisure,Economy Class,BCN to LHR,2016-08-01 00:00:00,3.0,4.0,3.0,1.0,4.0,3,0.0,yes
1872,None,Business,Economy Class,LHR to BHD,2016-08-01 00:00:00,4.0,2.0,1.0,0.0,3.0,2,0.0,no
1873,Boeing 747-400,Family Leisure,First Class,"LHR to BOS, SEA to LHR",2016-07-01 00:00:00,5.0,2.0,1.0,3.0,5.0,1,1.0,no
1874,A320,Business,Economy Class,TXL to LHR,2016-08-01 00:00:00,1.0,2.0,1.0,1.0,2.0,1,0.0,no
1875,A320,Solo Leisure,Economy Class,WAW to LHR,2016-08-01 00:00:00,3.0,4.0,1.0,1.0,2.0,2,0.0,no
1876,Boeing 747-400,Couple Leisure,Economy Class,MAN to JFK via LHR,2016-08-01 00:00:00,2.0,2.0,3.0,4.0,1.0,3,2.0,no
1877,787,Family Leisure,Premium Economy,LHR to YYC,2016-08-01 00:00:00,5.0,2.0,3.0,5.0,1.0,1,2.0,no
1878,A320,Family Leisure,First Class,MLA to LHR ,2016-07-01 00:00:00,2.0,2.0,1.0,1.0,3.0,3,0.0,no
1879,Boeing 777,Business,First Class,PHL to LHR,2016-08-01 00:00:00,4.0,4.0,1.0,0.0,5.0,1,0.0,no
1880,Boeing 747-400,Couple Leisure,Business Class,LHR to BOS,2016-07-01 00:00:00,5.0,4.0,3.0,4.0,5.0,4,0.0,yes
1881,None,Couple Leisure,Business Class,NAP to LGW,2016-08-01 00:00:00,3.0,3.0,3.0,1.0,1.0,1,1.0,no
1882,A321/A319,Business,Economy Class,LHR to CDG,2016-08-01 00:00:00,4.0,5.0,2.0,0.0,4.0,4,0.0,yes
1883,None,Solo Leisure,Economy Class,ABV to LHR,2016-08-01 00:00:00,3.0,3.0,1.0,2.0,3.0,2,0.0,no
1884,None,Family Leisure,Economy Class,LHR to IST,2016-08-01 00:00:00,4.0,5.0,1.0,3.0,4.0,3,0.0,no
1885,A320,Solo Leisure,Economy Class,LHR to KRK,2016-08-01 00:00:00,3.0,3.0,2.0,0.0,4.0,5,0.0,yes
1886,A320,Solo Leisure,Economy Class,LHR to DUB,2016-08-01 00:00:00,3.0,2.0,2.0,0.0,1.0,2,0.0,no
1887,A380,Business,Economy Class,LHR to YVR,2016-08-01 00:00:00,3.0,5.0,5.0,5.0,3.0,3,0.0,yes
1888,A380,Couple Leisure,Business Class,LHR to IAD ,2016-08-01 00:00:00,1.0,3.0,3.0,4.0,3.0,3,0.0,no
1889,None,Solo Leisure,Economy Class,LHR to YUL,2016-08-01 00:00:00,1.0,2.0,1.0,2.0,2.0,1,0.0,no
1890,A321,Solo Leisure,Economy Class,ZRH to LHR,2016-08-01 00:00:00,5.0,5.0,5.0,0.0,5.0,5,0.0,yes
1891,Boeing 777-200,Solo Leisure,Economy Class,BOS to SXF via LHR,2016-08-01 00:00:00,3.0,4.0,3.0,5.0,4.0,3,0.0,yes
1892,Boeing 777-236 ER,Couple Leisure,Business Class,LGW to TPA,2016-04-01 00:00:00,5.0,5.0,5.0,3.0,3.0,4,0.0,yes
1893,A319,Business,Business Class,FRA to LHR,2016-08-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,0.0,no
1894,None,Couple Leisure,Business Class,DUB to SFO via PHL,2016-06-01 00:00:00,1.0,3.0,3.0,1.0,4.0,2,1.0,no
1895,Boeing 747,Solo Leisure,Premium Economy,MEX to AMS via LHR,2016-08-01 00:00:00,3.0,3.0,3.0,1.0,1.0,1,1.0,no
1896,None,Solo Leisure,Economy Class,ZRH to BWI via LHR,2016-06-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
1897,Boeing 777-300ER,Solo Leisure,Economy Class,SIN to SYD,2016-08-01 00:00:00,4.0,4.0,4.0,4.0,4.0,5,0.0,yes
1898,Boeing 777,Couple Leisure,Business Class,LHR to NAS,2016-06-01 00:00:00,4.0,5.0,3.0,0.0,4.0,3,0.0,yes
1899,A380,Family Leisure,Business Class,MIA to LHR,2016-07-01 00:00:00,4.0,3.0,3.0,3.0,3.0,3,0.0,yes
1900,Boeing 777,Business,Premium Economy,DOH to CDG via BAH / LHR,2016-07-01 00:00:00,4.0,4.0,4.0,4.0,4.0,4,0.0,yes
1901,Boeing 747-400,Solo Leisure,First Class,GRU to LHR,2016-07-01 00:00:00,3.0,5.0,1.0,2.0,4.0,2,0.0,yes
1902,Boeing 787,Couple Leisure,Business Class,GLA to KUL via LHR,2016-04-01 00:00:00,4.0,5.0,3.0,3.0,3.0,3,0.0,yes
1903,A380,Family Leisure,Business Class,LHR to MIA,2016-07-01 00:00:00,5.0,3.0,4.0,4.0,3.0,4,0.0,yes
1904,A320 / Boeing 787,Business,Business Class,ATH to KUL via LHR,2016-07-01 00:00:00,4.0,4.0,4.0,4.0,4.0,4,4.0,yes
1905,None,Solo Leisure,Economy Class,LCY to FLR,2016-07-01 00:00:00,3.0,4.0,3.0,0.0,3.0,4,0.0,yes
1906,Boeing 767-300,Business,Economy Class,FRA to LHR,2016-07-01 00:00:00,3.0,3.0,3.0,0.0,4.0,4,0.0,yes
1907,A319,Couple Leisure,Economy Class,LBA to LHR,2016-07-01 00:00:00,5.0,5.0,5.0,4.0,5.0,5,2.0,yes
1908,Boeing 777-200,Business,Economy Class,BLR to LHR,2016-07-01 00:00:00,4.0,3.0,3.0,2.0,1.0,3,1.0,no
1909,None,Business,Business Class,BKK to LHR,2016-07-01 00:00:00,3.0,3.0,3.0,1.0,2.0,2,0.0,no
1910,None,Couple Leisure,Premium Economy,MRU to LHR,2016-07-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,0.0,no
1911,A321,Family Leisure,Business Class,GLA to LIS via LHR,2016-07-01 00:00:00,1.0,2.0,1.0,0.0,1.0,1,0.0,no
1912,None,Couple Leisure,Economy Class,EDI to PRG via LHR,2016-07-01 00:00:00,2.0,2.0,0.0,1.0,2.0,1,0.0,no
1913,None,Couple Leisure,Economy Class,ABZ to SFO via LHR,2016-07-01 00:00:00,1.0,3.0,4.0,1.0,3.0,3,0.0,no
1914,Boeing 777,Couple Leisure,First Class,LHR to DFW,2016-07-01 00:00:00,3.0,1.0,2.0,0.0,5.0,2,0.0,no
1915,Boeing 777-200,Solo Leisure,First Class,LHR to JFK,2016-07-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,0.0,yes
1916,Boeing 747-400,Solo Leisure,Business Class,JFK to LHR,2016-07-01 00:00:00,5.0,5.0,4.0,5.0,5.0,5,0.0,yes
1917,None,Solo Leisure,Business Class,BSL to LHR,2016-07-01 00:00:00,1.0,3.0,1.0,0.0,1.0,1,0.0,no
1918,Boeing 787,Couple Leisure,Business Class,LHR to YYC,2016-07-01 00:00:00,4.0,5.0,3.0,5.0,4.0,3,0.0,yes
1919,Boeing 777,Business,First Class,LHR to BOS,2016-07-01 00:00:00,4.0,4.0,4.0,3.0,1.0,2,2.0,no
1920,None,Business,Business Class,LHR to ZRH,2016-07-01 00:00:00,3.0,4.0,3.0,0.0,4.0,4,0.0,yes
1921,A320,Business,Business Class,LHR to GVA,2016-07-01 00:00:00,1.0,2.0,1.0,0.0,1.0,1,0.0,no
1922,Boeing 777-200,Couple Leisure,Business Class,AMS to BKK via LHR,2016-07-01 00:00:00,3.0,2.0,1.0,3.0,1.0,1,0.0,no
1923,None,Solo Leisure,Economy Class,MXP to MEX via LHR,2016-07-01 00:00:00,3.0,3.0,3.0,2.0,1.0,1,1.0,no
1924,None,Solo Leisure,Business Class,LHR to BUD,2016-06-01 00:00:00,1.0,3.0,1.0,0.0,1.0,1,0.0,no
1925,A320,Solo Leisure,Business Class,GVA to LHR,2016-07-01 00:00:00,1.0,4.0,2.0,0.0,3.0,1,0.0,no
1926,Boeing 747-400,Business,Economy Class,LHR to JFK,2016-07-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,2.0,no
1927,Boeing 777 and Boeing 787,Solo Leisure,Business Class,LHR to BKK via KUL,2016-06-01 00:00:00,5.0,5.0,3.0,5.0,5.0,1,0.0,no
1928,Boeing 787,Business,Business Class,KUL to LHR,2016-07-01 00:00:00,5.0,5.0,5.0,5.0,5.0,1,5.0,no
1929,A380,Business,Business Class,JNB to LHR,2016-03-01 00:00:00,1.0,1.0,2.0,2.0,1.0,1,0.0,no
1930,None,Solo Leisure,Economy Class,YYZ to EBB via LHR,2015-08-01 00:00:00,4.0,5.0,5.0,5.0,4.0,3,4.0,yes
1931,None,Solo Leisure,Economy Class,AMS to LGW,2015-10-01 00:00:00,2.0,1.0,0.0,0.0,1.0,1,0.0,no
1932,None,Business,Premium Economy,KUL to LHR,2016-07-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
1933,A320,Business,Business Class,ZRH to LHR,2016-06-01 00:00:00,1.0,5.0,1.0,1.0,2.0,3,1.0,no
1934,Boeing 777,Couple Leisure,First Class,LGW to UVF,2016-06-01 00:00:00,4.0,5.0,4.0,5.0,4.0,4,0.0,yes
1935,None,Solo Leisure,Economy Class,LCY to TXL,2016-06-01 00:00:00,3.0,4.0,4.0,1.0,1.0,1,0.0,no
1936,Boeing 747,Business,Economy Class,BWI to AMS via LHR,2016-06-01 00:00:00,4.0,2.0,1.0,0.0,1.0,1,0.0,no
1937,None,Couple Leisure,Economy Class,MAN to JNB via LHR,2016-04-01 00:00:00,4.0,5.0,5.0,5.0,2.0,4,3.0,yes
1938,A320,Couple Leisure,Business Class,LGW to SVQ,2016-06-01 00:00:00,3.0,5.0,4.0,0.0,3.0,3,0.0,yes
1939,A380,Couple Leisure,Business Class,LHR to YVR,2016-06-01 00:00:00,4.0,5.0,4.0,4.0,3.0,4,0.0,yes
1940,None,Solo Leisure,Premium Economy,LHR to ATL,2016-06-01 00:00:00,3.0,3.0,0.0,1.0,1.0,2,0.0,no
1941,None,Solo Leisure,Economy Class,MRS to LHR,2016-06-01 00:00:00,3.0,1.0,1.0,1.0,1.0,1,1.0,no
1942,A380,Couple Leisure,Economy Class,LAX to FCO via LHR,2016-06-01 00:00:00,1.0,2.0,2.0,4.0,2.0,1,0.0,no
1943,A380 and Boeing 767,Couple Leisure,First Class,JNB to EDI via LHR,2016-06-01 00:00:00,4.0,5.0,4.0,3.0,1.0,1,0.0,no
1944,Boeing 777,Solo Leisure,Economy Class,LHR to BKK,2016-06-01 00:00:00,4.0,1.0,4.0,3.0,2.0,3,3.0,no
1945,Boeing 787,Couple Leisure,Premium Economy,LHR to EWR,2016-06-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,0.0,yes
1946,A319,Couple Leisure,Economy Class,LGW to OPO,2016-06-01 00:00:00,4.0,4.0,3.0,0.0,5.0,4,0.0,yes
1947,None,Family Leisure,Economy Class,NCL to LAS via LHR,2016-06-01 00:00:00,2.0,5.0,4.0,3.0,4.0,4,3.0,yes
1948,Boeing 767,Couple Leisure,Business Class,ATH to LHR,2016-06-01 00:00:00,1.0,4.0,2.0,0.0,1.0,2,0.0,no
1949,None,Couple Leisure,Premium Economy,NAS to LHR,2016-05-01 00:00:00,2.0,1.0,1.0,2.0,3.0,1,0.0,no
1950,None,Family Leisure,Economy Class,AGP to LGW,2016-06-01 00:00:00,2.0,2.0,2.0,0.0,3.0,3,0.0,no
1951,Boeing 777-200ER,Solo Leisure,Economy Class,JFK to LGW,2016-06-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,0.0,yes
1952,None,Family Leisure,First Class,LHR to MCI via ORD,2016-06-01 00:00:00,4.0,4.0,2.0,2.0,1.0,1,3.0,no
1953,A320,Couple Leisure,Economy Class,LGW to FAO,2016-05-01 00:00:00,1.0,1.0,1.0,0.0,1.0,3,0.0,no
1954,A320,Business,Business Class,LHR to ATH,2016-06-01 00:00:00,0.0,0.0,0.0,0.0,1.0,1,0.0,no
1955,A320/A319,Business,Economy Class,LHR to EDI,2016-06-01 00:00:00,4.0,3.0,1.0,0.0,3.0,3,0.0,yes
1956,None,Couple Leisure,Economy Class,LAS to LHR,2016-06-01 00:00:00,1.0,1.0,4.0,2.0,2.0,3,0.0,no
1957,A320,Couple Leisure,Business Class,LHR to DUB,2016-04-01 00:00:00,5.0,5.0,5.0,0.0,5.0,5,0.0,yes
1958,Boeing 777,Solo Leisure,Business Class,BGI to LGW,2016-05-01 00:00:00,4.0,5.0,4.0,4.0,5.0,4,0.0,yes
1959,Boeing 747,Couple Leisure,Economy Class,LHR to MIA,2016-06-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
1960,None,Couple Leisure,Premium Economy,LHR to SAN,2016-06-01 00:00:00,1.0,2.0,0.0,3.0,2.0,2,1.0,no
1961,Boeing 777-200,Solo Leisure,First Class,PHL to LHR,2016-06-01 00:00:00,5.0,2.0,1.0,3.0,4.0,1,0.0,no
1962,A380,Solo Leisure,Premium Economy,LHR to SIN,2016-06-01 00:00:00,4.0,3.0,2.0,4.0,4.0,3,0.0,yes
1963,Boeing 777-200,Couple Leisure,Business Class,LHR to BOS,2016-06-01 00:00:00,4.0,5.0,1.0,4.0,5.0,4,0.0,yes
1964,Boeing 777,Couple Leisure,Business Class,SIN to SYD,2016-05-01 00:00:00,3.0,2.0,3.0,3.0,5.0,3,0.0,no
1965,A320,Couple Leisure,Business Class,LGW to PFO,2016-06-01 00:00:00,4.0,5.0,5.0,0.0,5.0,5,0.0,yes
1966,"A320, A380",Solo Leisure,First Class,BCN to SFO via LHR,2016-06-01 00:00:00,5.0,4.0,3.0,5.0,1.0,3,1.0,no
1967,Boeing 777,Couple Leisure,Business Class,UVF to LGW,2016-06-01 00:00:00,3.0,5.0,4.0,2.0,4.0,3,0.0,yes
1968,Boeing 777,Couple Leisure,Premium Economy,LGW to UVF,2016-05-01 00:00:00,4.0,3.0,3.0,2.0,1.0,3,0.0,no
1969,A319,Business,Economy Class,LHR to STR,2016-06-01 00:00:00,1.0,3.0,2.0,0.0,4.0,3,0.0,no
1970,A320 / Boeing 777,Solo Leisure,First Class,MAN to PHL via LHR,2016-06-01 00:00:00,5.0,5.0,4.0,4.0,5.0,5,0.0,yes
1971,A320,Couple Leisure,Economy Class,LHR to OTP,2016-04-01 00:00:00,3.0,3.0,3.0,0.0,2.0,3,0.0,no
1972,Boeing 747-400,Couple Leisure,First Class,JFK to LHR,2016-06-01 00:00:00,3.0,4.0,4.0,3.0,1.0,3,0.0,yes
1973,None,Couple Leisure,Economy Class,LGW to EDI,2016-05-01 00:00:00,2.0,2.0,1.0,0.0,1.0,2,0.0,no
1974,Boeing 747-400,Family Leisure,Economy Class,LHR to MIA,2016-05-01 00:00:00,2.0,2.0,2.0,1.0,2.0,3,1.0,no
1975,None,Couple Leisure,Business Class,LGW to LIM,2016-05-01 00:00:00,4.0,3.0,3.0,3.0,3.0,3,3.0,no
1976,Boeing 747,Solo Leisure,Economy Class,JFK to LHR,2016-05-01 00:00:00,5.0,5.0,1.0,5.0,5.0,4,0.0,yes
1977,None,Solo Leisure,Economy Class,GVA to INV via LHR,2016-05-01 00:00:00,3.0,4.0,1.0,0.0,1.0,2,0.0,no
1978,None,Couple Leisure,Economy Class,DXB to LHR,2016-05-01 00:00:00,4.0,2.0,1.0,1.0,3.0,2,0.0,no
1979,Boeing 747-400,Solo Leisure,Economy Class,LHR to DXB,2016-05-01 00:00:00,3.0,4.0,4.0,3.0,4.0,4,0.0,yes
1980,A380,Solo Leisure,Premium Economy,LHR to SFO,2016-05-01 00:00:00,5.0,4.0,4.0,5.0,3.0,5,0.0,yes
1981,Boeing 777-200,Couple Leisure,Economy Class,LGW to PUJ,2016-05-01 00:00:00,3.0,5.0,4.0,1.0,1.0,3,0.0,yes
1982,Boeing 777,Couple Leisure,Economy Class,LGW to BDA,2016-05-01 00:00:00,4.0,4.0,4.0,4.0,4.0,4,0.0,yes
1983,Boeing 787,Solo Leisure,Business Class,LHR to YYZ,2016-03-01 00:00:00,5.0,5.0,5.0,5.0,5.0,4,0.0,yes
1984,None,Business,Business Class,WAW to LHR,2016-05-01 00:00:00,3.0,3.0,2.0,2.0,1.0,1,0.0,no
1985,None,Couple Leisure,Economy Class,MXP to LHR,2016-05-01 00:00:00,4.0,5.0,3.0,0.0,1.0,3,0.0,no
1986,Boeing 777-300,Solo Leisure,Economy Class,BKK to LHR,2016-05-01 00:00:00,3.0,4.0,4.0,2.0,3.0,4,0.0,yes
1987,None,Couple Leisure,Economy Class,IBZ to LGW,2016-05-01 00:00:00,2.0,3.0,0.0,0.0,1.0,2,0.0,yes
1988,A320,Family Leisure,Business Class,LHR to CDG,2016-05-01 00:00:00,4.0,5.0,4.0,0.0,2.0,3,0.0,yes
1989,A380,Business,Business Class,SFO to LHR,2016-05-01 00:00:00,4.0,3.0,3.0,4.0,4.0,2,3.0,no
1990,Saab 2000,Solo Leisure,Economy Class,LCY to IOM,2016-05-01 00:00:00,5.0,5.0,5.0,0.0,5.0,5,0.0,yes
1991,A321 / Boeing 747-400,Couple Leisure,Economy Class,AMS to GRU via LHR,2016-05-01 00:00:00,4.0,4.0,4.0,2.0,4.0,5,0.0,yes
1992,None,Business,Economy Class,LCY to GLA,2016-05-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
1993,None,Couple Leisure,Economy Class,LHR to BOM,2016-03-01 00:00:00,4.0,3.0,0.0,0.0,1.0,3,0.0,no
1994,None,Couple Leisure,Economy Class,LGW to UVF,2016-05-01 00:00:00,1.0,1.0,2.0,4.0,1.0,1,0.0,no
1995,None,Couple Leisure,Economy Class,LHR to MIA,2016-05-01 00:00:00,5.0,5.0,5.0,5.0,4.0,5,0.0,yes
1996,Boeing 747-400,Couple Leisure,Economy Class,JFK to LHR,2016-05-01 00:00:00,4.0,4.0,3.0,2.0,5.0,3,0.0,yes
1997,Boeing 747-400,Couple Leisure,Business Class,LHR to JFK,2016-05-01 00:00:00,4.0,4.0,3.0,2.0,4.0,3,0.0,yes
1998,A320,Couple Leisure,Economy Class,LGW to DBV,2016-04-01 00:00:00,4.0,4.0,3.0,0.0,4.0,4,0.0,yes
1999,A320,Couple Leisure,Economy Class,LHR to WAW,2016-05-01 00:00:00,2.0,4.0,3.0,0.0,3.0,2,0.0,no
2000,Boeing 777,Couple Leisure,Business Class,BGI to LGW,2016-05-01 00:00:00,4.0,4.0,4.0,2.0,4.0,4,0.0,yes
2001,Boeing 777,Couple Leisure,Business Class,LGW to BGI,2016-05-01 00:00:00,4.0,5.0,4.0,3.0,4.0,4,0.0,yes
2002,A320,Solo Leisure,Economy Class,MXP to LHR,2016-05-01 00:00:00,2.0,2.0,2.0,0.0,3.0,3,0.0,no
2003,A320,Couple Leisure,Business Class,LHR to BCN,2016-05-01 00:00:00,1.0,3.0,1.0,0.0,3.0,1,0.0,no
2004,None,Solo Leisure,Economy Class,LGW to CTA,2016-05-01 00:00:00,2.0,1.0,1.0,1.0,3.0,2,1.0,no
2005,Boeing 777,Family Leisure,Economy Class,LGW to MCO,2016-05-01 00:00:00,4.0,3.0,4.0,3.0,5.0,4,0.0,yes
2006,Boeing 777-200,Family Leisure,Premium Economy,BKK to LHR,2016-05-01 00:00:00,3.0,4.0,1.0,1.0,4.0,2,0.0,no
2007,Boeing 777,Solo Leisure,Economy Class,PVG to LHR,2016-05-01 00:00:00,4.0,5.0,4.0,3.0,4.0,5,0.0,yes
2008,None,Couple Leisure,Economy Class,LHR to EWR,2016-05-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
2009,None,Couple Leisure,Business Class,LGW to FNC,2016-05-01 00:00:00,1.0,4.0,3.0,0.0,1.0,1,0.0,no
2010,Boeing 747-400,Solo Leisure,Premium Economy,LHR to DEN,2016-05-01 00:00:00,4.0,4.0,3.0,2.0,4.0,4,0.0,yes
2011,A319,Solo Leisure,Premium Economy,LHR to BSL,2016-05-01 00:00:00,2.0,3.0,1.0,0.0,3.0,3,0.0,no
2012,None,Couple Leisure,Economy Class,LYS to LHR,2016-05-01 00:00:00,3.0,2.0,1.0,1.0,2.0,1,0.0,no
2013,A320 / Boeing 777,Solo Leisure,Economy Class,PSA to ORD via LHR,2016-05-01 00:00:00,2.0,2.0,2.0,1.0,4.0,3,0.0,yes
2014,None,Solo Leisure,Premium Economy,NAS to CDG via LHR,2016-05-01 00:00:00,2.0,5.0,4.0,4.0,2.0,2,0.0,no
2015,Boeing 787,Business,Business Class,LHR to Seoul,2016-05-01 00:00:00,1.0,4.0,3.0,4.0,4.0,3,0.0,no
2016,A320,Couple Leisure,Business Class,LHR to JTR,2016-05-01 00:00:00,1.0,3.0,3.0,0.0,1.0,1,0.0,no
2017,None,Couple Leisure,Economy Class,TXL to PHL via LHR,2015-12-01 00:00:00,2.0,3.0,1.0,2.0,2.0,3,0.0,no
2018,None,Solo Leisure,Economy Class,DUB to LHR,2016-05-01 00:00:00,3.0,2.0,3.0,0.0,1.0,1,0.0,no
2019,None,Solo Leisure,Economy Class,CDG to LHR,2016-04-01 00:00:00,4.0,3.0,3.0,0.0,1.0,4,0.0,no
2020,Boeing 787,Solo Leisure,Economy Class,KUL to LHR,2016-05-01 00:00:00,1.0,1.0,1.0,2.0,3.0,2,2.0,no
2021,None,Couple Leisure,Business Class,LHR to NCE,2016-05-01 00:00:00,3.0,3.0,3.0,0.0,2.0,3,3.0,yes
2022,A320,Solo Leisure,Economy Class,LGW to AMS,2015-11-01 00:00:00,3.0,3.0,0.0,0.0,1.0,3,0.0,no
2023,Boeing 777-200,Couple Leisure,First Class,YYZ to LHR,2016-03-01 00:00:00,3.0,4.0,5.0,4.0,5.0,5,0.0,yes
2024,None,Solo Leisure,Economy Class,ACC to LHR,2016-04-01 00:00:00,2.0,4.0,1.0,2.0,4.0,4,2.0,no
2025,Boeing 747-400,Couple Leisure,Economy Class,LHR to MIA,2016-04-01 00:00:00,3.0,2.0,3.0,3.0,2.0,4,0.0,no
2026,A319,Business,Business Class,OSL to LHR,2016-04-01 00:00:00,1.0,2.0,1.0,1.0,1.0,1,0.0,no
2027,A319 / A320,Business,Business Class,LGW to IBZ,2016-04-01 00:00:00,4.0,4.0,5.0,0.0,4.0,3,0.0,yes
2028,None,Family Leisure,Business Class,ORD to LHR,2016-04-01 00:00:00,4.0,5.0,3.0,3.0,5.0,4,0.0,yes
2029,Boeing 747-400,Business,Economy Class,DXB to LHR,2016-04-01 00:00:00,3.0,3.0,3.0,3.0,3.0,4,0.0,yes
2030,Boeing 777-200,Solo Leisure,Economy Class,LHR to SFO,2016-04-01 00:00:00,3.0,4.0,4.0,3.0,4.0,4,0.0,yes
2031,Boeing 747-400 / A320,Family Leisure,Business Class,ORD to AMS via LHR,2016-04-01 00:00:00,5.0,5.0,5.0,5.0,4.0,5,0.0,yes
2032,None,Family Leisure,Economy Class,FCO to LHR,2016-04-01 00:00:00,4.0,3.0,2.0,0.0,1.0,3,0.0,no
2033,None,Solo Leisure,Economy Class,EDI to YYZ via LHR,2016-04-01 00:00:00,3.0,4.0,1.0,3.0,1.0,4,0.0,no
2034,Boeing 747,Family Leisure,Economy Class,MAN to DXB via LHR,2016-04-01 00:00:00,1.0,2.0,1.0,1.0,2.0,2,0.0,no
2035,None,Business,Business Class,LHR to PHL,2016-04-01 00:00:00,4.0,4.0,2.0,0.0,1.0,1,1.0,no
2036,Boeing 787,Couple Leisure,Premium Economy,LHR to YYC,2016-03-01 00:00:00,5.0,4.0,5.0,4.0,5.0,4,1.0,yes
2037,Boeing 747,Couple Leisure,First Class,LHR to YYZ,2016-04-01 00:00:00,4.0,5.0,5.0,3.0,5.0,5,0.0,yes
2038,A380,Business,Economy Class,AMS to HKG via LHR,2016-04-01 00:00:00,1.0,2.0,1.0,3.0,3.0,2,1.0,no
2039,A380,Solo Leisure,First Class,LHR to HKG,2016-03-01 00:00:00,5.0,5.0,5.0,5.0,5.0,4,0.0,yes
2040,Boeing 747-400,Couple Leisure,Business Class,LHR to GRU,2016-04-01 00:00:00,4.0,5.0,5.0,3.0,4.0,4,0.0,yes
2041,Boeing 777,Business,Economy Class,LHR to NBO,2016-04-01 00:00:00,3.0,2.0,2.0,2.0,2.0,2,2.0,no
2042,Boeing 777,Business,Premium Economy,NBO to LHR,2016-04-01 00:00:00,3.0,2.0,2.0,3.0,3.0,2,0.0,no
2043,None,Couple Leisure,Economy Class,YVR to BCN via LHR,2016-04-01 00:00:00,1.0,3.0,1.0,1.0,3.0,2,1.0,no
2044,Boeing 777-200,Business,First Class,DOH to LHR via BAH,2016-04-01 00:00:00,5.0,2.0,2.0,4.0,1.0,2,1.0,no
2045,A380,Business,Business Class,LHR to JNB,2016-02-01 00:00:00,3.0,4.0,2.0,4.0,2.0,3,2.0,no
2046,None,Solo Leisure,Economy Class,LHR to CPT via JNB,2016-04-01 00:00:00,2.0,3.0,1.0,2.0,1.0,2,0.0,no
2047,A320 / A380,Family Leisure,Economy Class,MAN to LAX via LHR,2016-04-01 00:00:00,1.0,3.0,1.0,3.0,2.0,1,0.0,no
2048,None,Couple Leisure,Economy Class,GIB to LHR,2016-01-01 00:00:00,1.0,1.0,2.0,0.0,1.0,1,0.0,no
2049,Boeing 747,Couple Leisure,Economy Class,LHR to JFK,2016-04-01 00:00:00,3.0,5.0,5.0,4.0,5.0,3,0.0,yes
2050,Boeing 777 and Boeing 787,Solo Leisure,Business Class,LHR to IAH,2016-04-01 00:00:00,4.0,5.0,4.0,4.0,4.0,5,0.0,yes
